iu.jpeg,20,12,1,100
IMG_5742.jpg,8,12,1,100
IMG_5743.jpg,6,11,1,100
IMG_5741.jpg,11,12,1,100
IMG_5740.jpg,10,1,1,100
iu-7.jpeg,11,12,1,100
iu-6.jpeg,22,2,1,100
IMG_5744.jpg,5,3,1,100
IMG_5735.jpg,14,1,1,100
IMG_5734.jpg,4,2,1,100
IMG_5736.jpg,11,12,1,100
IMG_5737.jpg,12,12,1,100
IMG_5733.jpg,7,11,1,100
IMG_5727.jpg,8,11,1,300
IMG_5726.jpg,7,12,1,100
IMG_5732.jpg,10,12,1,100
IMG_5730.jpg,9,12,1,300
IMG_5731.jpg,5,12,1,100
iu-3.jpeg,8,11,0.80,50
IMG_5728.jpg,13,12,1,100
IMG_5729.jpg,9,12,1,100
IMG_5739.jpg,10,11,1,100
IMG_5738.jpg,13,1,1,100
iu-5.jpeg,8,9,0.80,100
iu-4.jpeg,7,10,1,100
